site_id,juniorhigh_p,seniorhigh_p,associate_p,college_p,spouse_p,divorce_p,ever_married_p,age_20_p,age_20_40_p,avg_age,median_age,pr_avg_age,median_income,christian_p,vote10,vote11,vote12,vote13,vote14,vote15,vote16,vote7,vote8,vote9
臺南市楠西區,0.7042,0.4635,0.1894,0.1309,0.51,0.0906,0.7071,0.1236,0.2662,46.8672,49,0.935,506,0.0258,0.583947583947584,0.4418442193503318,0.23201692524682652,-0.11026878015161957,-0.4884393063583815,-0.45788336933045354,0.18957703927492447,0.5650203896692343,0.5297372060857538,0.542519326966803
臺南市七股區,0.7301,0.4711,0.1905,0.1393,0.4867,0.0998,0.6932,0.1368,0.2834,45.4065,46.5186,0.8347,507,0.0147,0.6053191489361702,0.4933605720122574,0.3630119562452302,0.23648960739030023,-0.43597560975609756,-0.40255102040816326,0.21084864391951005,0.6031957390146472,0.5270868824531516,0.5444555444555444
臺南市仁德區,0.83,0.6587,0.3504,0.2563,0.5135,0.082,0.6616,0.1565,0.3557,40.9815,40.6964,0.3496,593,0.035,0.5012468827930174,0.37780040733197556,0.2338257768721345,0.10550694801852804,-0.34643995749202977,-0.2974137931034483,0.07593457943925233,0.36551724137931035,0.453904873752202,0.47635524798154555
臺南市山上區,0.7478,0.5584,0.2543,0.176,0.5055,0.08,0.6866,0.1506,0.2965,45.2967,46.0543,0.8293,531,0.008,0.5475074563272262,0.37762537505357907,0.2465156794425087,0.14568113450795014,-0.3505668934240363,-0.31597845601436264,0.1806883365200765,0.5776105362182502,0.4897079942556247,0.5253915519696251
臺南市善化區,0.8303,0.6788,0.3957,0.2966,0.5453,0.0675,0.683,0.1479,0.3541,40.0666,39,0.2791,700,0.0309,0.41395961369622475,0.31534719150818225,0.2351111111111111,0.10055521283158544,-0.2846073298429319,-0.23553719008264462,0.12133499688084841,0.5265792610250298,0.4465227817745803,0.5135263407688657
臺南市西港區,0.7751,0.5658,0.2621,0.1999,0.5096,0.0739,0.6625,0.1682,0.3385,42.9413,42.6062,0.5962,529,0.0166,0.5186572755881912,0.3639904134212103,0.2249850209706411,0.14381270903010032,-0.3554299679242401,-0.3190839694656489,0.15934879131721758,0.5671617431042925,0.49282769991755976,0.5252225519287834
臺南市下營區,0.7428,0.5479,0.2629,0.1914,0.5281,0.068,0.6947,0.1422,0.3012,45.215,46,0.8211,563,0.0181,0.5138461538461538,0.41421357310013546,0.2581328680044871,0.19876219947631515,-0.34213562363799516,-0.3126789898463942,0.17745245587631686,0.5714942528735633,0.4984404242046163,0.5190504103165299
臺南市新化區,0.8002,0.6046,0.311,0.2291,0.4999,0.0819,0.658,0.1566,0.3314,42.2373,42,0.4986,555,0.0534,0.5089073634204275,0.39572933998890736,0.2620320855614973,0.03197755960729313,-0.34782608695652173,-0.28214285714285714,0.11197883864466557,0.5798787481566443,0.504614370468029,0.5061164573479041
臺南市新市區,0.8287,0.65,0.3615,0.2667,0.5296,0.0688,0.6636,0.1677,0.3719,39.3433,38.7462,0.1897,598,0.0179,0.44801512287334594,0.35896007428040855,0.21475135034457069,0.12002743484224966,-0.33988419020880856,-0.29397337070777857,0.14013696342074494,0.5210951526032316,0.4832840573118035,0.5493021161638901
臺南市新營區,0.8797,0.7303,0.4145,0.3002,0.4997,0.0793,0.6503,0.162,0.3336,41.4013,41,0.3875,636,0.0374,0.4634077819918528,0.3789750328515112,0.23048907388137357,0.012908124525436599,-0.350472891967497,-0.3043373493975904,0.16855378281008748,0.5742128935532234,0.5236970821386406,0.5360903403021516
臺南市學甲區,0.7855,0.6041,0.2768,0.2011,0.495,0.076,0.6665,0.1463,0.3224,43.9519,44.2163,0.7127,546,0.0202,0.5375984721890666,0.38494987317308854,0.24172105390379503,0.17222904342002457,-0.3862994350282486,-0.33442354865085855,0.16389197188309285,0.5548163548163548,0.47033365908139046,0.5132523828176002
臺南市鹽水區,0.779,0.5653,0.2731,0.1898,0.4952,0.0851,0.6777,0.1478,0.3088,44.4269,45,0.7453,553,0.0261,0.5111723293541476,0.3599875058566297,0.22391778262223605,0.17109225294278674,-0.36531254684455106,-0.2718880285884455,0.14770744090115817,0.548234499070789,0.4657958061189412,0.48718813216453133
臺南市永康區,0.8639,0.7028,0.387,0.2883,0.4982,0.0935,0.6457,0.1666,0.3742,38.7625,38.8631,0.1328,619,0.0355,0.46523886145480775,0.36176382361763826,0.25277349385602704,-0.03423167848699764,-0.3401462682229864,-0.29017189835575485,0.16950173812282734,0.593260811886442,0.5202937249666222,0.5523786641037962
臺南市玉井區,0.7495,0.5357,0.2304,0.1631,0.4981,0.0891,0.6927,0.1356,0.2765,46.2469,48.1481,0.8862,536,0.0501,0.5801636976408281,0.4964736054712545,0.26526178579187487,-0.04101352802233197,-0.4398045313194136,-0.3958333333333333,0.2028004667444574,0.5885471898197243,0.5169811320754717,0.5310492505353319
臺南市中西區,0.8774,0.7434,0.4524,0.3413,0.4835,0.0878,0.645,0.1337,0.2966,42.8369,43,0.5854,616,0.1902,0.390484354907844,0.28620689655172415,0.21987041036717062,0.11748445058742225,-0.2678132678132678,-0.27710109622411694,0.07786994915707787,0.4666039510818438,0.3616817964644052,0.487012987012987
臺南市左鎮區,0.6548,0.4132,0.1571,0.0998,0.4979,0.114,0.7383,0.1031,0.2138,50.9622,53.5595,0.9973,506,0.3385,0.6680497925311203,0.5131298793470547,0.3435326842837274,0.14303877940241577,-0.4857142857142857,-0.411522633744856,0.14596949891067537,0.6016194331983805,0.5066889632107023,0.5052208835341365
臺中市北區,0.9121,0.7729,0.4536,0.3323,0.4689,0.1087,0.635,0.1593,0.3433,41.1675,41,0.3631,598,0.1254,0.4051496172581768,0.3148702594810379,0.23152214832475843,-0.1133350012509382,-0.30556962025316453,-0.2623635941490597,0.1721510951222093,0.5942264028543627,0.5267857142857143,0.5502043199065966
臺中市北屯區,0.9094,0.7667,0.4407,0.3157,0.5024,0.0925,0.6443,0.1698,0.3635,38.6411,38.5578,0.122,625,0.0519,0.452312293068461,0.3598780378441395,0.23616636528028934,-0.14581593452480374,-0.36451942740286297,-0.3265646731571627,0.21914218728451249,0.6531236347750109,0.585093896713615,0.5984848484848485
臺中市大安區,0.7635,0.5427,0.223,0.1627,0.5337,0.0548,0.6714,0.1732,0.3475,41.7266,41,0.439,512,0.0074,0.5483337272512409,0.38653247064462015,0.19567567567567568,-0.10353773584905661,-0.44316668684178673,-0.4046319873893537,0.18346852066434918,0.6242682277807344,0.5571762763176001,0.5669950738916256
臺中市大肚區,0.8273,0.6355,0.3103,0.2202,0.5177,0.0694,0.6488,0.172,0.3707,39.3892,38.6546,0.1978,548,0.0372,0.5292833757730083,0.3719412724306688,0.18681318681318682,-0.12277867528271405,-0.4407244785949506,-0.4090909090909091,0.20850202429149797,0.6482657547630679,0.5651302605210421,0.5664804469273743
臺中市大甲區,0.833,0.6188,0.2996,0.22,0.5205,0.0623,0.6505,0.1787,0.3705,39.0051,38,0.1599,542,0.0198,0.49521717565365264,0.406948248522416,0.26160489384670743,-0.12650373559579586,-0.4042607968076205,-0.3955023983056127,0.19295197915374115,0.6160957041870582,0.532535468019339,0.5928512427723962
臺中市大里區,0.8904,0.6913,0.3507,0.2508,0.5055,0.0819,0.6379,0.1812,0.3881,37.6811,37,0.0569,557,0.0372,0.48459600852547957,0.351783927975992,0.21131105398457584,-0.07371306731647884,-0.3941753620931319,-0.36141769003575314,0.16149273447820345,0.6159506290054593,0.5255633632178338,0.5973263115252178
臺中市大雅區,0.8811,0.6672,0.3291,0.2341,0.5182,0.0705,0.6443,0.1881,0.3875,37.2453,36.9755,0.0434,572,0.035,0.5142218912881609,0.37582128777923784,0.22429660794109912,-0.13457721317983326,-0.41686555290373906,-0.39471236880563304,0.1852159468438538,0.6354202698028364,0.565402339595888,0.6002467612584824
臺中市東區,0.8773,0.7071,0.3808,0.2689,0.4871,0.0909,0.6419,0.1599,0.3506,40.9032,40.2062,0.3388,563,0.1166,0.4841040462427746,0.35239697224558453,0.21615028055623323,-3.598416696653472e-4,-0.2777232580961727,-0.3243912505158894,0.15922330097087378,0.6172678004111382,0.522809696506967,0.5572289156626506
臺中市東勢區,0.8233,0.6158,0.2717,0.1845,0.5124,0.0731,0.6725,0.1502,0.3151,43.3824,43.4181,0.6504,527,0.0834,0.604352806414662,0.4561064606138656,0.29946929492039426,-0.23509898341359015,-0.49464343685748297,-0.3789854278514298,0.20747422680412372,0.6444557477110885,0.5651380927566441,0.6030332209918151
臺中市豐原區,0.8674,0.6823,0.3501,0.2448,0.5097,0.0743,0.6471,0.1678,0.3587,39.4452,39,0.206,559,0.0247,0.4859104046242775,0.362111801242236,0.22170398009950248,-0.015503875968992248,-0.3598183881952327,-0.3270449106011544,0.17760123013839058,0.5707275442713889,0.5097823697515937,0.5514227264273759
臺中市和平區,0.8098,0.5418,0.1933,0.1197,0.5067,0.1166,0.7122,0.1492,0.2959,43.0777,45,0.6206,530,0.4013,0.6675962074735081,0.4605263157894737,0.22601626016260162,-0.3315677966101695,-0.6072572038420491,-0.555912252541466,0.20854997111496246,0.6951289398280802,0.6392667060910704,0.5758980301274623
臺中市后里區,0.8237,0.6035,0.2744,0.1957,0.5177,0.0704,0.6648,0.1665,0.3572,39.7144,39,0.2358,552,0.0156,0.530323533029893,0.3730830572935836,0.18553265029008764,-0.14675147660154475,-0.4244855249389606,-0.36876305407287074,0.20598994055784178,0.6486743711760707,0.5756985958570833,0.6058742312037153
臺中市龍井區,0.8575,0.6541,0.3334,0.2439,0.524,0.0664,0.6472,0.1857,0.3896,37.9601,37,0.0786,570,0.0267,0.5219092331768388,0.3721166892808684,0.2445280437756498,-0.12951601908657123,-0.32922655715263516,-0.39254486884491485,0.16467286959090238,0.43345543345543347,0.49484110606685927,0.5772523440684876
臺中市南區,0.9198,0.7799,0.4689,0.3415,0.5049,0.0897,0.6424,0.1602,0.3529,38.7579,39,0.1301,648,0.0521,0.4262714272184866,0.33819628647214856,0.25176107304834505,-0.08471292708700247,-0.34732687477574453,-0.3275588048315321,0.169188020994134,0.604049259027343,0.5247334754797441,0.558423780189694
臺中市南屯區,0.9221,0.7859,0.4859,0.3553,0.5243,0.0762,0.6422,0.1699,0.3529,37.1374,37.9264,0.0407,730,0.1402,0.45125,0.33627688363480984,0.30063657407407407,-0.15888312330121077,-0.36700590526448046,-0.339852807742716,0.20664610486518753,0.608019246190858,0.5397242284963887,0.5567043618739903
臺中市清水區,0.8216,0.618,0.3059,0.2217,0.5258,0.0582,0.6522,0.1659,0.3617,39.8598,39,0.252,544,0.0178,0.4998554495518936,0.38090452261306534,0.21956561416316847,-0.08968039433932262,-0.4066454404441179,-0.35282027860242066,0.216260162601626,0.6217114914425428,0.5198237885462555,0.5610778443113772
臺中市沙鹿區,0.8448,0.6637,0.3543,0.2576,0.5423,0.0651,0.6631,0.1676,0.3907,37.0505,37,0.0379,609,0.0267,0.5017661900756939,0.3797489539748954,0.2207437734561583,-0.1087087087087087,-0.3766509792014574,-0.33525572924571256,0.21532788199454866,0.6186406186406186,0.517184265010352,0.5828305464575073
臺中市神岡區,0.8253,0.6273,0.2932,0.2058,0.5274,0.0628,0.6534,0.1764,0.3739,39.3827,38.3799,0.1951,520,0.0963,0.517263950253641,0.37871581450653985,0.16959761549925484,-0.08510955433000447,-0.40313347393793314,-0.40768765133171914,0.1616922631121414,0.5910253887030112,0.5189975747776879,0.5637491385251551
臺中市石岡區,0.8309,0.615,0.2698,0.1848,0.5066,0.0733,0.6597,0.1544,0.324,42.9026,42.4398,0.5935,521,0.0148,0.5651282051282052,0.39642620780939775,0.22084805653710246,-0.15543030565792326,-0.4857647318472743,-0.42527716186252773,0.19541284403669726,0.6196117143797302,0.5629228687415426,0.5502342529932327
臺中市太平區,0.8727,0.6765,0.3294,0.2327,0.4894,0.0922,0.64,0.1803,0.3878,38.4604,37.9974,0.1057,541,0.024,0.5034758594419579,0.383548415415679,0.2267638173094011,-0.1403934700711595,-0.4319696330662168,-0.375,0.23342069732348503,0.6309274024339069,0.5633264124139439,0.6036657469452109
臺中市潭子區,0.8808,0.6972,0.3419,0.2339,0.506,0.0839,0.6441,0.1796,0.3729,38.3661,38,0.0976,572,0.0377,0.5719019218025182,0.3413173652694611,0.1572920175143146,-0.06730286288297338,-0.42278481012658226,-0.40507302075326673,0.16354029062087186,0.6149444631437226,0.5162629757785467,0.5667007847151143
臺中市外埔區,0.8137,0.5807,0.2526,0.1834,0.5292,0.0682,0.6705,0.1774,0.3716,39.9811,39,0.2629,543,0.0164,0.542415378186377,0.39836031112045406,0.17117497886728655,-0.15049915238274628,-0.44873756694720734,-0.4382279931258354,0.17950770462277366,0.6306729264475743,0.5772836860433967,0.6643776824034334
臺中市烏日區,0.8588,0.6744,0.3419,0.2447,0.5201,0.0716,0.6518,0.1765,0.3785,38.6161,38,0.1165,583,0.0229,0.468585237258348,0.33726745349069814,0.20330112721417068,-0.09125513372733647,-0.377287895641622,-0.3526717557251908,0.1797752808988764,0.6376635967038293,0.5535824392650142,0.560511717423299
臺中市梧棲區,0.8365,0.6367,0.3193,0.2316,0.5291,0.0631,0.6472,0.1768,0.388,37.8817,37,0.0678,571,0.0308,0.4889883302623497,0.34271161775406256,0.1634529330404361,-0.09458135503805863,-0.40221914008321774,-0.38044232102951375,0.20601552393272962,0.6228061853714069,0.539462188137074,0.5731444962352098
臺中市霧峰區,0.8431,0.6502,0.309,0.2237,0.5144,0.0706,0.6535,0.1743,0.362,40.5216,39.6471,0.3144,532,0.0364,0.5179619629020897,0.39547684575804715,0.21325888083640251,-0.12997409936425713,-0.40513432835820895,-0.38860594575387897,0.19386201241653978,0.6095543101147585,0.5359450171821306,0.5661916940689319
臺中市西區,0.9187,0.7963,0.5047,0.3776,0.4989,0.0896,0.6428,0.151,0.3232,40.6597,41,0.3279,655,0.1025,0.39952594153278903,0.32547779853427217,0.23733333333333334,-0.12606121138617393,-0.3188070073838135,-0.2920962199312715,0.1679920477137177,0.59073980875692,0.5451004510045101,0.5531567489114659
臺中市西屯區,0.9207,0.7811,0.4757,0.3524,0.5114,0.0835,0.6416,0.1692,0.3614,37.8689,38,0.065,696,0.069,0.3889302892757943,0.3269871489766778,0.23062253099032828,-0.13894940692326313,-0.3259250213701307,-0.30652976465159204,0.1933083421921334,0.6167583580194668,0.5405545031858102,0.5810536626320576
臺中市新社區,0.7895,0.5572,0.232,0.1573,0.5208,0.0722,0.6806,0.1502,0.312,42.7639,42.9147,0.5637,533,0.0232,0.5705550893178276,0.463625450180072,0.26826361577881064,-0.12973920666228358,-0.47577191796258733,-0.43298856831790966,0.2029760520809114,0.6232755088102718,0.5695130557515878,0.5973976272483735
臺中市中區,0.8879,0.7163,0.3901,0.2654,0.4496,0.1366,0.6517,0.1258,0.2858,41.3987,42,0.3848,543,0.1831,0.48186528497409326,0.375,0.21,-0.046878680800942284,-0.3822450476889215,-0.355923939541687,0.1478106245832407,0.624252094136418,0.5422966898242746,0.5327580696708214
桃園市八德區,0.859,0.6597,0.3321,0.2407,0.5125,0.0906,0.66,0.1694,0.3872,38.3694,37.9495,0.1003,608,0.0142,0.46277764217720285,0.3536838361685733,0.195417309747121,-0.13446086419059392,-0.3611015883898983,-0.33813963573287076,0.19905362776025237,0.5473670949861426,0.5488836588003307,0.5839494470774091
桃園市大溪區,0.8335,0.6129,0.2921,0.2102,0.5062,0.0845,0.6605,0.172,0.3546,39.6973,39,0.2276,574,0.0719,0.5125,0.34849379799173064,0.21428571428571427,-0.05022634188402673,-0.38239858124584347,-0.34210526315789475,0.14227970897332257,0.5848614904408895,0.5070754716981132,0.5518053375196232
桃園市大園區,0.8459,0.6281,0.2908,0.2127,0.5215,0.0822,0.6618,0.1836,0.3804,38.3464,37.3794,0.0949,609,0.0358,0.5081796935860815,0.30578080041851946,0.12233211868818324,-0.06788247213779129,-0.3410832232496698,-0.3202410176299933,0.20325581395348838,0.5533858267716535,0.4871630295250321,0.5484931506849315
桃園市復興區,0.7844,0.4473,0.1454,0.098,0.4947,0.1196,0.6911,0.1781,0.3534,38.5623,38.5192,0.1111,570,0.601,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
桃園市觀音區,0.849,0.6309,0.2689,0.19,0.515,0.0827,0.6597,0.1926,0.3704,38.7453,37.9009,0.1274,591,0.0191,0.5264253017062006,0.3685961410512309,0.16075571760026516,-0.03859280651089525,-0.39303211758301576,-0.35070628348757915,0.16022380467955238,0.5833333333333334,0.5483870967741935,0.5624172915747684
桃園市龜山區,0.8687,0.6727,0.3535,0.2552,0.5082,0.0957,0.6579,0.1656,0.3795,38.6058,38,0.1138,644,0.04,0.41987466427931963,0.2864017109249688,0.1678648454349389,-0.06978275181040158,-0.33299612207047713,-0.3600247333436389,0.15733333333333333,0.578484721640854,0.5213059147763409,0.5414759201611427
桃園市龍潭區,0.8754,0.6897,0.359,0.2638,0.5163,0.0859,0.6627,0.1768,0.3644,39.3202,38.8536,0.1843,631,0.0489,0.5153846153846153,0.39609161588569025,0.2633796881584492,-0.23693751332906804,-0.41777586947187634,-0.3871723844023013,0.12766903914590746,0.6439036503600696,0.5998994722292034,0.5995006242197254
桃園市蘆竹區,0.8934,0.7028,0.38,0.2724,0.5446,0.0808,0.6694,0.1656,0.3666,36.7157,37,0.0244,721,0.0437,0.48737792518887046,0.36006467259498787,0.1929249918113331,-0.06839967506092608,-0.362749958684515,-0.35548941798941797,0.1560754189944134,0.5355431309904153,0.5288309636650869,0.5771360759493671
桃園市平鎮區,0.8917,0.7158,0.3705,0.2698,0.5143,0.0884,0.6561,0.1752,0.387,37.9189,37.1218,0.0732,642,0.0397,0.4825481088254811,0.3658029821559521,0.2138785018083737,-0.22812610697839178,-0.38365823309829944,-0.3488663552466674,0.21446125279886408,0.6039348710990502,0.5689512799339389,0.5962864359341935
桃園市桃園區,0.8995,0.7348,0.4207,0.3044,0.5106,0.0944,0.6527,0.1625,0.3545,38.1533,38.1509,0.0894,693,0.049,0.4026073619631902,0.2979623221837755,0.1839568067875048,-0.025719769673704415,-0.28165173354109857,-0.2749301025163094,0.1414765100671141,0.5684877276326208,0.5060827250608273,0.5364291433146517
桃園市新屋區,0.8207,0.6177,0.2642,0.1885,0.5343,0.0715,0.6792,0.1739,0.3321,41.8102,41.23,0.4526,578,0.0105,0.5632762144316932,0.3812398763068767,0.15158671586715866,-0.08556430446194226,-0.4577134432381718,-0.4116541353383459,0.137565461744795,0.6076710547700309,0.520699323767112,0.5677910052910053
桃園市楊梅區,0.894,0.7192,0.3595,0.2561,0.5256,0.0879,0.665,0.1795,0.3777,37.9938,37.3284,0.0867,632,0.0273,0.5227708179808401,0.4099536691077567,0.27610208816705334,-0.22408716136631332,-0.4364690147124387,-0.39608076009501186,0.2401854714064915,0.6477818321490302,0.595071595071595,0.6287738755391251
桃園市中壢區,0.8939,0.7336,0.4013,0.2925,0.5141,0.0894,0.6595,0.1682,0.3717,38.4368,38,0.103,668,0.0725,0.4298642533936652,0.3112477682999405,0.21766939836098342,-0.13907862229327134,-0.3584685079643431,-0.31290245647507753,0.19216958183713656,0.6067713644707322,0.5400826446280992,0.5909090909090909
新北市八里區,0.8725,0.6346,0.311,0.2018,0.4869,0.1034,0.6459,0.1709,0.3424,40.4005,40.9849,0.2873,563,0.0251,NaN,NaN,NaN,NaN,NaN,NaN,0.1957894736842105,NaN,NaN,NaN
新北市板橋區,0.8728,0.6894,0.3905,0.281,0.5021,0.0841,0.6403,0.1499,0.3465,40.5773,40.3079,0.3225,628,0.0416,0.4043737425020214,0.31684777089468874,0.21720305468430384,-0.024402790727582547,-0.2942972520437309,-0.27501860119047616,0.15205409661433006,0.5362239547713491,0.48868431985655875,0.5265212951282513
新北市淡水區,0.8998,0.7198,0.4319,0.3185,0.5031,0.0941,0.6499,0.1505,0.322,41.6544,42.1609,0.4201,648,0.0804,0.37595298602287164,0.31221400915170716,0.18427238407293967,-0.1275122216186855,-0.24650580627216467,-0.2779935069068687,0.15544008617958305,0.563154651879236,0.5206775385169835,0.5451956716296477
新北市貢寮區,0.7102,0.4469,0.1832,0.1225,0.5118,0.1015,0.7178,0.1173,0.2539,47.4889,48,0.9593,503,0.0032,0.5095065157017731,0.34413480233311733,0.15475152571926765,0.09310415387763454,-0.3887411347517731,-0.36512200582046117,-0.007820756711054744,0.5095802919708029,0.46196403872752423,0.4887601390498262
新北市金山區,0.769,0.5185,0.2284,0.1572,0.4998,0.0958,0.6683,0.1587,0.3287,42.4505,42.3189,0.523,495,0.0266,0.49,0.3401506996770721,0.16884531590413943,-0.04745042492917847,-0.39194139194139194,-0.3189845474613687,0.13307277126372605,0.5716133801515432,0.5180677775697435,0.5176010430247718
新北市林口區,0.9017,0.7474,0.459,0.3398,0.537,0.0833,0.6642,0.1578,0.3498,37.6195,38.2985,0.0542,758,0.1225,0.354586129753915,0.22613065326633167,0.12090395480225989,-0.13924542979385454,-0.2640283520378027,-0.24801587301587302,0.17618040873854826,0.5391229578675838,0.46859623733719247,0.5526164462334675
新北市蘆洲區,0.8853,0.6469,0.3231,0.2282,0.4865,0.0875,0.6213,0.1813,0.3711,38.6366,38.7461,0.1192,582,0.0178,0.39400584795321636,0.2590678357175819,0.1809506161400908,0.01997609697797507,-0.2726021505376344,-0.25308540398222806,0.13833240953361312,0.5139364303178484,0.45817812394175417,0.5055812163202463
新北市平溪區,0.7059,0.4065,0.1497,0.0875,0.4874,0.0995,0.7372,0.0907,0.1918,51.6539,53.1061,1,523,0.0194,0.6076970825574177,0.4170347003154574,0.2720306513409962,0.031384615384615386,-0.4567901234567901,-0.4238628872775214,0.1941747572815534,0.5465798045602606,0.4864864864864865,0.4993270524899058
新北市坪林區,0.7093,0.49370000000000003,0.1973,0.1374,0.54,0.0787,0.7103,0.1274,0.2422,47.8502,50,0.9729,548,0.0109,0.5380742605412209,0.3896353166986564,0.19923371647509577,0.07287201469687692,-0.365016501650165,-0.33245208195637804,0.18404478656403078,0.5811732605729877,0.5220994475138122,0.5082872928176796
新北市瑞芳區,0.7646,0.51,0.2196,0.1462,0.4532,0.1072,0.6575,0.1516,0.3033,44.0236,45,0.7154,526,0.032,0.5238095238095238,0.34222346996069625,0.18919687277896233,-0.03927242662257131,-0.3917658872471668,-0.34473835537665326,0.17597471022128555,0.5608263198163733,0.5045467879143444,0.5293248633476141
新北市三峽區,0.8784,0.6444,0.3251,0.2323,0.4922,0.0992,0.6446,0.1701,0.349,38.7888,39,0.1409,595,0.0623,0.46146703806870937,0.3344409370327297,0.18606333834251684,-0.03477523324851569,-0.3393193182429163,-0.3042584434654919,0.16045872429153635,0.5754626456477039,0.5182922908763583,0.527524340211867
新北市三芝區,0.8328,0.573,0.2557,0.1784,0.4821,0.0984,0.6538,0.1614,0.3085,43.5321,44.8386,0.6667,497,0.05,0.4667072984915435,0.30181148295977894,0.17380585516178737,-0.07540285801155366,-0.338626809901915,-0.30107364282473914,0.15828793774319067,0.5648309792096493,0.5117581187010078,0.5257032007759457
新北市三重區,0.8648,0.6376,0.3352,0.2387,0.4708,0.0947,0.6232,0.1562,0.3476,41.2354,41,0.3686,575,0.0264,0.38265716007230366,0.2927558599401949,0.1640103328946727,0.03330552235776941,-0.27666101182868164,-0.24682695745441544,0.13900866859302066,0.5283370085053982,0.46669567818968094,0.5068485934042778
新北市深坑區,0.8604,0.6739,0.3514,0.2468,0.4797,0.0909,0.6301,0.1687,0.3195,42.2153,43.1437,0.4959,604,0.0474,0.436028659160696,0.3181818181818182,0.08073541167066348,-0.05953827460510328,-0.2852233676975945,-0.2858253433532003,0.1887494188749419,0.5946949602122016,0.5497605109100585,0.5468501852832186
新北市石碇區,0.7407,0.4938,0.2043,0.1386,0.492,0.0945,0.682,0.1251,0.2596,46.3323,48,0.8916,518,0.0152,0.5066265060240964,0.33495440729483283,0.16472034419176398,0.017303102625298328,-0.35962145110410093,-0.3110831234256927,0.11665004985044865,0.5326616834579135,0.4583469454426658,0.48255813953488375
新北市石門區,0.8049,0.5287,0.2144,0.1495,0.5105,0.0848,0.6697,0.1663,0.3394,42.4842,42,0.5312,510,0.0079,0.513032002639393,0.3513874958207957,0.20993535216059883,-0.07171052631578947,-0.38259325044404974,-0.37373029772329247,0.17130801687763714,0.598754756139744,0.5480028030833918,0.5613850996852047
新北市樹林區,0.8783,0.67,0.3358,0.237,0.5025,0.0883,0.6398,0.1716,0.372,38.9362,38.8538,0.1518,585,0.0405,0.41843490069597694,0.29637300196484523,0.17137215135827508,-0.040798655325217745,-0.28631643877865737,-0.2853735702117303,0.1575178997613365,0.5398301657905378,0.502076777847703,0.5271787036492919
新北市雙溪區,0.6843,0.4429,0.1953,0.131,0.4837,0.0941,0.7033,0.1201,0.2432,48.8523,51,0.9864,531,0.0206,0.5591160220994476,0.39843312814773363,0.17954419121734297,-0.051719469266179256,-0.4006273167949815,-0.40894841835280704,0.20735981308411214,0.579993148338472,0.5230002929973631,0.5572961995938497
新北市泰山區,0.8891,0.6792,0.3509,0.2424,0.5144,0.0841,0.646,0.1617,0.3669,38.4883,38.9774,0.1084,625,0.0286,0.5209003215434084,0.31273712737127374,0.19130434782608696,-0.02478017585931255,-0.2930194805194805,-0.2747342600163532,0.19629057187017002,0.5492957746478874,0.4915254237288136,0.519733185102835
新北市土城區,0.886,0.6648,0.3394,0.2387,0.4865,0.0941,0.6284,0.1773,0.3696,39.5995,39.3478,0.2222,577,0.0249,0.41007410374524333,0.2940333444800076,0.19611222828689073,-0.067125184225805,-0.29618979151689434,-0.2723600439077936,0.1751346499102334,0.5723231827111984,0.5298792116973935,0.5463036251385152
新北市萬里區,0.7689,0.5261,0.2138,0.1444,0.4986,0.1154,0.6933,0.1427,0.2987,44.0643,45,0.7182,507,0.027,0.5475619504396483,0.3909671532846715,0.21518408415275556,-0.0650009759906305,-0.45469125902165197,-0.3981836528758829,0.1715721464465183,0.5902120717781403,0.5142133408387278,0.529969333705046
新北市烏來區,0.8534,0.5993,0.2454,0.1654,0.4863,0.1194,0.6714,0.1771,0.3613,39.5491,39,0.2141,616,0.2425,0.5288683602771362,0.4657534246575342,0.3006993006993007,-0.10173697270471464,-0.4,-0.4460093896713615,0.2569832402234637,0.6584022038567493,0.6078431372549019,0.5877437325905293
新北市五股區,0.8628,0.6373,0.298,0.2031,0.4832,0.0977,0.6368,0.1793,0.3674,39.2739,39,0.1789,561,0.0482,0.4427388406382549,0.3107122826696579,0.21793907484016548,-0.02324803478842616,-0.30294636111810624,-0.3053097345132743,0.15252651278852153,0.5795148247978437,0.5319389485585077,0.5404809408799748
新北市汐止區,0.8963,0.7196,0.402,0.2803,0.4892,0.0997,0.6435,0.155,0.3191,41.8881,43,0.4634,636,0.033,0.39239055695622277,0.291283676703645,0.19597030752916225,-0.09992950299612266,-0.27925483812624347,-0.2654632560526991,0.17643425218129874,0.5552118775131457,0.5103355704697986,0.5562485008395298
新北市新店區,0.9142,0.7684,0.4623,0.3402,0.5006,0.0903,0.6502,0.1468,0.3034,43.6297,45,0.6775,666,0.0819,0.41546679052484903,0.30925072355021976,0.21961206896551724,-0.19394893319342427,-0.2872681883024251,-0.3255169135704666,0.2174865097364511,0.5906048436168918,0.5501968503937008,0.5457857663347098
新北市新莊區,0.8897,0.6834,0.3596,0.2548,0.4995,0.0852,0.6315,0.1706,0.3748,38.7903,38.6751,0.1436,596,0.0287,0.389892551839969,0.30075125897795757,0.1776247990436539,-0.052541081302878136,-0.26723470178156467,-0.27288660396097447,0.1651942117288652,0.5526699089046337,0.5146282523520165,0.5421496192864728
