site_id,juniorhigh_p,seniorhigh_p,associate_p,college_p,spouse_p,divorce_p,ever_married_p,age_20_p,age_20_40_p,avg_age,median_age,pr_avg_age,median_income,christian_p,vote10,vote11,vote12,vote13,vote14,vote15,vote16,vote7,vote8,vote9
新北市鶯歌區,0.8577,0.6137,0.288,0.2062,0.4845,0.0923,0.633,0.1717,0.3654,39.2478,39,0.1734,555,0.0301,0.4686390532544379,0.31737482545382006,0.18265387689848123,-0.06226859643217772,-0.3323050556983719,-0.3083563535911602,0.16638767994643455,0.5611380145278451,0.5237623762376238,0.5246179966044142
新北市永和區,0.9151,0.789,0.4934,0.3642,0.4999,0.083,0.6435,0.1376,0.2984,43.0001,43.8242,0.6043,696,0.0843,0.38888630117844336,0.31981491562329883,0.23229847494553377,-0.23580595176606142,-0.3177660086663457,-0.29149624089439446,0.19846220803713913,0.5986283140546627,0.5661922402027686,0.5876665544278225
新北市中和區,0.8908,0.7202,0.4086,0.2915,0.4953,0.0883,0.6425,0.1437,0.329,42.328,42.3411,0.5095,633,0.0357,0.4177222700169094,0.3408793583982709,0.23342281112570679,-0.1779064130713736,-0.32008537148131055,-0.3072145768925611,0.2092494929006085,0.5917420180843402,0.5644991212653778,0.5829913290338508
新竹市北區,0.8824,0.7172,0.4206,0.3194,0.5104,0.0905,0.6629,0.1529,0.3498,39.3443,39,0.1924,678,0.0637,0.46087332468655423,0.35290280495759946,0.26930464848252017,-0.15677491601343785,-0.3776686189306631,-0.31862366918685386,0.18769230769230769,0.5798696922039991,0.5293027565438962,0.5714285714285714
新竹市東區,0.9064,0.7713,0.521,0.4233,0.553,0.066,0.6719,0.1464,0.3485,36.9639,37.3224,0.0352,886,0.0637,0.40385655072986126,0.32619350154292975,0.23224137931034483,-0.1385390428211587,-0.32011378848728245,-0.2865172987095242,0.16089850249584026,0.5630603705917513,0.5229632587859425,0.5523192019950125
新竹市香山區,0.8703,0.6507,0.3548,0.2756,0.5305,0.0793,0.666,0.169,0.3807,38.7798,38.2216,0.1355,644,0.0637,0.4269547325102881,0.33605720122574056,0.17878028404344193,-0.08182962652119177,-0.29147221043699617,-0.3226961901660697,0.17495769881556683,0.5875968992248062,0.5473441108545035,0.5674846625766872
新竹縣寶山鄉,0.8536,0.656,0.3699,0.2935,0.5432,0.0715,0.6792,0.1759,0.3324,42.5452,42.9677,0.5366,674,0.0562,0.6258992805755396,0.5445544554455446,0.21271393643031786,-0.2708333333333333,-0.48186528497409326,-0.3568627450980392,0.24932249322493225,0.6747572815533981,0.599009900990099,0.5626535626535627
新竹縣北埔鄉,0.7917,0.5737,0.2481,0.167,0.5083,0.0783,0.6812,0.1583,0.2973,44.553,45,0.7561,559,0.0318,0.6178107606679035,0.4708029197080292,0.27032136105860116,-0.1270718232044199,-0.4922526817640048,-0.3879003558718861,0.1045510455104551,0.68359375,0.6032064128256514,0.6281800391389433
新竹縣峨眉鄉,0.7781,0.5505,0.2307,0.151,0.5458,0.0723,0.7197,0.1412,0.2702,47.8453,50,0.9702,557,0.0377,0.6902356902356902,0.5314685314685315,0.32413793103448274,-0.11343804537521815,-0.581981981981982,-0.5571687840290381,0.23629489603024575,0.6101083032490975,0.5616942909760589,0.5818181818181818
新竹縣關西鎮,0.813,0.6012,0.2703,0.1874,0.5141,0.0785,0.6793,0.1516,0.2907,44.4962,45,0.7507,579,0.0254,0.5783221974758723,0.42963514519731943,0.20089955022488756,-0.2796420581655481,-0.46766917293233085,-0.41842900302114805,0.17683881064162754,0.6245268735806208,0.5901386748844376,0.5637480798771122
新竹縣橫山鄉,0.7905,0.5738,0.2475,0.1671,0.503,0.0856,0.6848,0.1537,0.2936,45.086,46,0.813,674,0.0375,0.5718769617074702,0.44324667089410275,0.21227621483375958,-0.25,-0.45714285714285713,-0.4392764857881137,0.20492241840556447,0.6172680412371134,0.5430072225869993,0.543046357615894
新竹縣湖口鄉,0.8752,0.6875,0.3355,0.2379,0.5126,0.0854,0.6587,0.1792,0.3674,38.94,38,0.1545,611,0.0175,-0.5436241610738255,0.32088285229202035,0.20270270270270271,-0.24727272727272728,-0.04623753399818677,-0.36900369003690037,0.2131782945736434,0.648506151142355,0.5234657039711191,0.5387323943661971
新竹縣尖石鄉,0.809,0.4236,0.1295,0.0847,0.4476,0.132,0.6644,0.2047,0.3973,34.8963,34,0.0054,535,0.6383,0.7987421383647799,0.539047619047619,0.42248062015503873,-0.25813449023861174,-0.5560439560439561,-0.5320088300220751,0.3056234718826406,0.6216216216216216,0.6108949416342413,0.6171875
新竹縣芎林鄉,0.8414,0.6567,0.3441,0.2466,0.5266,0.0688,0.6673,0.1769,0.3263,42.5973,42.4538,0.5474,615,0.042,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
新竹縣五峰鄉,0.7464,0.3831,0.1138,0.0644,0.4621,0.1487,0.7113,0.1521,0.3372,39.5273,40,0.2114,509,0.6655,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
新竹縣新埔鎮,0.8297,0.6445,0.3188,0.2314,0.523,0.0706,0.6739,0.168,0.3285,43.6964,43.4244,0.6856,599,0.0255,0.5275519421860885,0.40602696272799366,0.2417282989490074,-0.2291913214990138,-0.41689805632685445,-0.3812375249500998,0.2566063977746871,0.6225352112676056,0.5429928741092637,0.5574387947269304
新竹縣新豐鄉,0.8713,0.6811,0.3478,0.2563,0.5273,0.0778,0.6615,0.1791,0.3784,37.8213,37.3995,0.0596,641,0.0352,0.5221238938053098,0.30180180180180183,0.2088888888888889,-0.18303571428571427,-0.41123595505617977,-0.3811659192825112,0.20404040404040405,0.481981981981982,0.5321100917431193,0.5261958997722096
新竹縣竹北市,0.913,0.7802,0.5335,0.433,0.599,0.0646,0.7024,0.1418,0.373,34.4394,36,0,1021,0.0403,0.5452538631346578,0.3377777777777778,0.152317880794702,0.020134228187919462,-0.3856812933025404,-0.3222748815165877,0.1491442542787286,0.607565011820331,0.5145631067961165,0.5866983372921615
新竹縣竹東鎮,0.8762,0.6988,0.3797,0.2786,0.5154,0.0835,0.6617,0.1711,0.3532,39.3985,39,0.2033,661,0.0387,0.525027808676307,0.4047311827956989,0.20051413881748073,-0.3056451612903226,-0.40008041817450746,-0.37772397094430993,0.17643051771117166,0.6382488479262672,0.5697538100820633,0.5950991831971996
宜蘭縣大同鄉,0.8545,0.3821,0.1186,0.0697,0.5146,0.1021,0.6981,0.1787,0.3678,36.8889,36.6667,0.0325,534,0.4047,0.7253521126760564,0.55,0.4483985765124555,-0.16997792494481237,-0.591002044989775,-0.5833333333333334,0.17468354430379746,0.5738498789346247,0.49,0.486284289276808
宜蘭縣冬山鄉,0.8186,0.5741,0.2997,0.2062,0.52,0.0759,0.6701,0.1679,0.3364,41.9609,42,0.4715,559,0.0246,0.4791288566243194,0.3074107959743824,0.0829535095715588,0.09352517985611511,-0.35846093443266586,-0.31693772312574375,0.19869174161896974,0.5869980879541109,0.560880195599022,0.5174757281553398
宜蘭縣礁溪鄉,0.7964,0.5453,0.2809,0.195,0.5048,0.0821,0.6653,0.1673,0.3338,43.0135,43,0.607,558,0.0219,0.46015853149770547,0.3252582828642679,0.14695945945945946,0.05862646566164154,-0.34217955957086393,-0.30504587155963303,0.16860879904875148,0.5604626708727655,0.5214132762312634,0.4801915542011319
宜蘭縣羅東鎮,0.8796,0.667,0.3669,0.2527,0.4987,0.0887,0.6544,0.1619,0.331,39.5867,39,0.2195,595,0.0768,0.4526209677419355,0.3255931347804139,0.18394388152766952,-0.030279197797876523,-0.3236105636578636,-0.2958300550747443,0.19031719532554256,0.5702479338842975,0.5473684210526316,0.5383817427385892
宜蘭縣南澳鄉,0.81,0.4666,0.1359,0.0811,0.503,0.1131,0.6917,0.1993,0.3869,35.8575,34.6591,0.0136,554,0.5885,NaN,NaN,NaN,NaN,NaN,NaN,0.3588516746411483,NaN,NaN,NaN
宜蘭縣三星鄉,0.7972,0.5219,0.2416,0.1677,0.5104,0.085,0.6852,0.151,0.2924,45.2475,46.3631,0.8266,541,0.0299,0.5221238938053098,0.3805097451274363,0.14263157894736841,0.12325941206807632,-0.36864864864864866,-0.33279308481901676,0.17087667161961367,0.5192965315095261,0.48257241040746196,0.4857142857142857
宜蘭縣蘇澳鎮,0.7708,0.5151,0.2339,0.1608,0.5063,0.0851,0.6793,0.1551,0.3115,43.673,44,0.6802,554,0.022,0.4741928398857896,0.3267645284536497,0.11522478277295051,0.07408772576483598,-0.34924309884238647,-0.3036350677120456,0.1797217457594816,0.540886249428963,0.47286466681932676,0.49139134481154023
宜蘭縣頭城鎮,0.8024,0.4848,0.2411,0.1633,0.5113,0.0779,0.6756,0.1619,0.3207,42.7961,43,0.5745,532,0.0227,0.49624765478424016,0.358968850698174,0.18610421836228289,-0.05015062909799752,-0.3528409970583682,-0.32159551262075414,0.16909397516480149,0.5709717097170972,0.5427286356821589,0.5077605321507761
宜蘭縣五結鄉,0.8235,0.5764,0.2955,0.2051,0.5083,0.0802,0.6638,0.1714,0.3381,42.826,42.8032,0.5827,559,0.0302,0.5116629044394282,0.33572359843546284,0.1501020110754882,-0.024878467257649414,-0.35662148070907196,-0.32576148683531236,0.21460506706408347,0.5974409448818898,0.5347912524850894,0.5509076558800315
宜蘭縣宜蘭市,0.872,0.6606,0.3759,0.2661,0.4908,0.0798,0.6401,0.1697,0.3394,40.4337,40,0.2927,610,0.0797,0.4202607823470411,0.3226452905811623,0.22054380664652568,-0.01463907117617365,-0.32553407934893186,-0.3129459734964322,0.11120802442215438,0.5304695304695305,0.5519677093844602,0.5
宜蘭縣員山鄉,0.7869,0.5072,0.2516,0.1739,0.5047,0.0778,0.6639,0.1768,0.3292,42.6937,43,0.5556,545,0.0186,0.5039447731755424,0.3513920240782543,0.17457044673539518,0.07488986784140969,-0.2689313517338995,-0.3485754484699261,0.15432708127673578,0.525065963060686,0.4692767808591626,0.4306956983536909
宜蘭縣壯圍鄉,0.778,0.4968,0.2451,0.1678,0.5078,0.0755,0.6666,0.1708,0.329,43.146,43.3551,0.6287,552,0.0076,0.5119363395225465,0.33392777530093626,0.20029784065524944,0.09003334568358651,-0.3525789068514242,-0.3175649476541295,0.15828524319868095,0.5463917525773195,0.5062096373571784,0.5024154589371981
雲林縣褒忠鄉,0.7246,0.4771,0.2083,0.1472,0.5229,0.07,0.6924,0.1443,0.3066,44.6014,45,0.7642,560,0.0116,0.5162423178226514,0.3515387949718249,0.1539330071509221,0.04083845319840983,-0.36491095111784766,-0.32494279176201374,0.1816,0.5752021563342318,0.4937533948940793,0.4680753330271015
雲林縣北港鎮,0.7853,0.5771,0.2776,0.1969,0.5057,0.0688,0.6675,0.1481,0.3099,43.027,43,0.6125,588,0.0251,0.6732673267326733,0.5533498759305211,0.3135802469135803,0.04645476772616137,-0.5115511551155115,-0.5016722408026756,0.23522012578616353,0.6728232189973615,0.6208791208791209,0.6495956873315364
雲林縣莿桐鄉,0.7517,0.5262,0.2369,0.1683,0.5295,0.0649,0.6827,0.1537,0.3291,42.6215,42,0.5501,546,0.0096,0.46658014276443865,0.30984996738421394,0.15243101182654403,0.11320754716981132,-0.339469409853817,-0.2983032293377121,0.16821345707656613,0.4972067039106145,0.4253521126760563,0.4505649717514124
雲林縣大埤鄉,0.7381,0.5119,0.2195,0.1521,0.5161,0.0696,0.6912,0.1414,0.2949,44.2639,44,0.7344,533,0.0191,0.5626262626262626,0.39964385652505724,0.17563451776649747,-0.007473841554559043,-0.4255929111284858,-0.3751954142782699,0.2050927207306947,0.5619498984427894,0.508544087491456,0.4391763749661338
雲林縣東勢鄉,0.6794,0.4215,0.1794,0.1243,0.5327,0.0751,0.7213,0.1234,0.2783,46.3979,47.1489,0.897,585,0.0139,0.5828611898016998,0.40852130325814534,0.19841555635577962,0.07713787085514834,-0.4515778019586507,-0.40160349854227406,0.19578783151326054,0.5862068965517241,0.503155996393147,0.5077760497667185
雲林縣斗六市,0.8522,0.6718,0.3613,0.2586,0.5053,0.0796,0.6532,0.1694,0.3479,40.0255,39.3626,0.271,602,0.0383,0.48350197976242854,0.34052333804809054,0.20041681139284473,-0.05149330587023687,-0.39219784047370254,-0.34452296819787986,0.18168444280985657,0.563155494756042,0.48947976878612715,0.5429769392033543
雲林縣斗南鎮,0.7984,0.6064,0.3066,0.2178,0.5052,0.0739,0.6633,0.1635,0.3264,42.5454,42,0.5393,566,0.0236,0.564585115483319,0.4121475054229935,0.23050409306333478,-0.03433383718419348,-0.3842315369261477,-0.3705834018077239,0.19367726246308842,0.5905084745762712,0.5405218194412376,0.5968489341983317
雲林縣二崙鄉,0.7113,0.4545,0.1931,0.1346,0.539,0.0596,0.7055,0.1371,0.2871,44.9951,45.5301,0.794,562,0.0042,0.5439297124600639,0.38269617706237424,0.25120385232744785,0.11363636363636363,-0.4047718710757639,-0.35535789919525623,0.21735241502683364,0.5574204946996466,0.49261744966442955,0.4917668001780151
雲林縣古坑鄉,0.759,0.5323,0.243,0.1675,0.5219,0.0746,0.6925,0.1534,0.3031,44.646,45,0.7669,556,0.0123,0.5226305609284333,0.4079040225829217,0.21041520056298382,-0.017361111111111112,-0.4743034055727554,-0.42892690513219284,0.1880794701986755,0.5794238683127572,0.5132631578947369,0.5587129126619307
雲林縣虎尾鎮,0.8239,0.619,0.314,0.2255,0.5126,0.0767,0.6667,0.1509,0.3321,40.4138,40,0.29,635,0.0325,0.468503937007874,0.31767692795937796,0.16374082349186084,-0.04235958581738312,-0.35485933503836314,-0.33696348494554773,0.13962765957446807,0.564179104477612,0.49662369551872315,0.5037783375314862
雲林縣口湖鄉,0.6837,0.4225,0.1686,0.1193,0.524,0.0801,0.7061,0.1287,0.2994,44.9064,45,0.7859,506,0.0168,0.5749211356466877,0.4168975069252078,0.2607192254495159,0.09437684972048668,-0.45570971184631803,-0.4229531641043976,0.19424460431654678,0.5837023914969,0.4888492417484389,0.47787215020116225
雲林縣林內鄉,0.7657,0.5571,0.2435,0.1677,0.49370000000000003,0.0796,0.6691,0.1584,0.3264,42.7789,42,0.5718,525,0.0176,0.6119096509240246,0.408016443987667,0.1689119170984456,-0.09147609147609148,-0.09249183895538629,-0.3065217391304348,0.18714121699196326,0.5956043956043956,0.5515695067264574,0.5286195286195287
雲林縣崙背鄉,0.7076,0.452,0.197,0.1368,0.5317,0.0638,0.7004,0.1313,0.2929,44.4263,44.7279,0.7425,564,0.0335,0.5260273972602739,0.3785123966942149,0.16178906681391497,0.022364217252396165,-0.40803212851405624,-0.3290707587382779,0.1452318460192476,0.4894545454545455,0.44124168514412415,0.487369985141159
雲林縣麥寮鄉,0.7791,0.5323,0.23,0.165,0.5198,0.0805,0.6721,0.1706,0.3803,37.8229,37,0.0623,628,0.009,0.5181631254283756,0.3969465648854962,0.2237442922374429,-0.10055096418732783,-0.4166960197252554,-0.39858657243816253,0.16403310759969902,0.5242754986827248,0.4748858447488584,0.4861423220973783
雲林縣水林鄉,0.6674,0.4109,0.1701,0.118,0.5245,0.069,0.7134,0.1172,0.2581,47.2714,48.2857,0.9512,538,0.0155,0.5785939139559286,0.3842239185750636,0.18235542422963275,0.1572769953051643,-0.3127296304300843,-0.37105263157894736,0.20212520212520213,0.559228650137741,0.4566731680133742,0.4891754951635191
雲林縣四湖鄉,0.6782,0.4178,0.1658,0.1135,0.5199,0.0814,0.7222,0.1133,0.2624,47.0553,47.804,0.9404,552,0.009,0.5438673068529026,0.4031330557208011,0.201437412657217,0.04299636919549016,-0.43772788332373824,-0.39610264325680106,0.18410651133763262,0.5619984468030028,0.49565675177678337,0.5252327290543851
雲林縣臺西鄉,0.6762,0.4196,0.1793,0.1291,0.5304,0.0785,0.719,0.129,0.2979,45.0664,45.5586,0.8076,581,0.0143,0.5730649080180493,0.42305407011289364,0.19987867758568395,-0.055441478439425054,-0.47990945104697225,-0.4564161188911117,0.24136097820308347,0.5765561108587006,0.5,0.5368421052631579
雲林縣土庫鎮,0.7379,0.5174,0.2298,0.1628,0.5291,0.0658,0.6915,0.1424,0.3132,43.0228,42.2415,0.6098,573,0.028,0.5138599583400096,0.3446095478975656,0.17175940816982951,0.012982900569981,-0.4008607439286812,-0.3592860440067703,0.1764898493778651,0.5636054421768707,0.48306841741534207,0.5042468365401283
雲林縣西螺鎮,0.7699,0.5438,0.2472,0.1791,0.5178,0.0654,0.6737,0.1537,0.3209,41.5182,41,0.4038,580,0.0195,0.5328558081594519,0.36577708006279436,0.2013694366635543,-0.007836045810729355,-0.4146341463414634,-0.35758286887650337,0.17088607594936708,0.56936513268391,0.4885654885654886,0.5056564964004113
雲林縣元長鄉,0.6775,0.4379,0.1773,0.1205,0.5412,0.0687,0.7232,0.1206,0.2672,46.7781,48,0.9268,539,0.0065,0.550379746835443,0.3637602179836512,0.17213300158335218,0.05520926090828139,-0.41326420393173474,-0.3800964489259097,0.20342513307104837,0.5436484045755569,0.4757641247298549,0.4953638662545659
彰化縣北斗鎮,0.8157,0.6086,0.2922,0.2102,0.5237,0.0607,0.6602,0.1667,0.3489,40.5023,39.5115,0.3117,557,0.0283,0.5142065142065142,0.45824561403508773,0.2097560975609756,-0.06712328767123288,-0.4076470588235294,-0.3733372746083358,0.1778875849289685,0.5927302767451467,0.5004233700254022,0.5572408811845432
彰化縣埔心鄉,0.7928,0.5835,0.2691,0.1937,0.5216,0.0638,0.6621,0.172,0.363,40.9651,40,0.3415,521,0.0063,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
彰化縣埔鹽鄉,0.7817,0.597,0.293,0.1858,0.5437,0.0501,0.6764,0.1664,0.345,42.32,41,0.5068,519,0.0136,0.6013667425968109,0.426179604261796,0.24759793052475979,-0.17026378896882494,-0.46807329261521374,-0.4341957255343082,0.2134433962264151,0.6587112171837709,0.5558282208588957,0.6190476190476191
彰化縣大城鄉,0.6905,0.3763,0.134,0.0886,0.5551,0.0679,0.7354,0.1117,0.2587,46.463,46.35,0.9051,529,0.0081,0.632768361581921,0.4429090909090909,0.22976878612716764,0.004291845493562232,-0.5332555425904317,-0.48631333721607456,0.22332361516034985,0.6317799847211611,0.5558982266769468,0.5163498098859316
彰化縣大村鄉,0.8005,0.5951,0.2759,0.1978,0.5265,0.0594,0.6603,0.1786,0.37,40.5996,39.5842,0.3252,535,0.01115,0.5277108433734939,0.3783132530120482,0.23536439665471923,-0.11694510739856802,-0.43952095808383235,-0.36428571428571427,0.17285531370038412,0.5903307888040712,0.527599486521181,0.5304798962386511
彰化縣二林鎮,0.7604,0.5296,0.2303,0.1596,0.5281,0.0627,0.6811,0.1522,0.3204,42.5476,42,0.542,556,0.0454,0.5389221556886228,0.3512526096033403,0.2843086483687209,-0.16696669666966696,-0.45429426663596595,-0.3635097493036212,0.15411712901805372,0.5915221579961464,0.506645817044566,0.5465798045602606
彰化縣二水鄉,0.7603,0.585,0.2526,0.168,0.517,0.0675,0.6888,0.137,0.2931,45.7917,46.3382,0.8699,549,0.096,0.4968944099378882,0.46957878315132606,0.37916666666666665,-0.08923076923076922,-0.4762563393268787,-0.4366327474560592,0.19900990099009902,0.5726027397260274,0.5267003934794828,0.5417130144605117
彰化縣芳苑鄉,0.7033,0.4458,0.1669,0.1132,0.537,0.0697,0.7077,0.1424,0.3027,44.6855,44.3386,0.7724,507,0.0458,0.5393890675241158,0.40897269180754225,0.18766404199475065,0.04469987228607918,-0.44054794520547946,-0.3950787945811446,0.194683731233079,0.6321411983279145,0.5551366635249765,0.5127242386316229
彰化縣芬園鄉,0.7726,0.5412,0.2422,0.1653,0.5246,0.0636,0.6785,0.1629,0.3322,42.9651,42.2467,0.5989,505,0.0274,0.5825242718446602,0.43504901960784315,0.22936893203883496,-0.16176470588235295,-0.4758961681087763,-0.4664179104477612,0.24507874015748032,0.6595469255663431,0.5881578947368421,0.5763482781026641
彰化縣福興鄉,0.7675,0.5403,0.256,0.1875,0.5332,0.051,0.6571,0.1781,0.369,40.4807,39,0.3089,504,0.0131,0.44789762340036565,0.39818731117824774,0.24758454106280192,-0.060255629945222156,-0.40012368583797153,-0.013019218846869188,0.2430647291941876,0.5697674418604651,0.5296442687747036,0.48927875243664715
彰化縣和美鎮,0.819,0.6141,0.3137,0.2224,0.5329,0.0561,0.6507,0.1737,0.3778,39.3361,38.1472,0.187,526,0.0274,0.3684650773734839,0.40563261874737283,0.22016806722689075,-0.13565728685426293,-0.4740834386852086,-0.44064216307562315,0.18938053097345134,0.6056458511548332,0.5223621363438993,0.567847882454624
彰化縣花壇鄉,0.8044,0.5997,0.2988,0.2131,0.5214,0.0614,0.6492,0.1747,0.3682,40.4435,39.3824,0.2981,517,0.03,0.640495867768595,0.4968814968814969,0.3181818181818182,-0.13513513513513514,-0.5184381778741866,-0.4826086956521739,0.052873563218390804,0.564625850340136,0.4719626168224299,0.5623529411764706
彰化縣鹿港鎮,0.7851,0.5726,0.2837,0.2051,0.5358,0.0545,0.6559,0.1688,0.3672,39.188,38,0.168,520,0.0305,0.5381219903691814,0.3812636165577342,0.1965065502183406,0.04845162246258705,-0.4123819517313746,-0.3931034482758621,0.1427216690374585,0.5902837489251934,0.5035799522673031,0.5198275862068965
彰化縣埤頭鄉,0.7621,0.5419,0.242,0.1723,0.5356,0.0611,0.69,0.1581,0.338,41.9069,40.9029,0.4661,546,0.0152,0.5676126878130217,0.41147256021852496,0.18123138033763656,-0.10014513788098693,-0.4662629757785467,-0.34867564046895355,0.216148023549201,0.5944293478260869,0.5112781954887218,0.5976366322008863
彰化縣社頭鄉,0.803,0.6066,0.2802,0.2001,0.5303,0.0566,0.6615,0.1721,0.3517,41.0699,40,0.355,524,0.0151,0.5371127995324372,0.35996103263516804,0.21449559255631734,-0.0840213695968917,-0.40294117647058825,-0.4067127344521224,0.194750656167979,0.5845113706207744,0.5253600500939261,0.5768512756689483
彰化縣伸港鄉,0.8137,0.5536,0.2555,0.1853,0.5328,0.0594,0.6606,0.1737,0.3826,38.8262,37.558,0.1463,497,0.0269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
彰化縣田尾鄉,0.7849,0.5706,0.2548,0.1812,0.5237,0.0557,0.6629,0.169,0.3358,41.6094,41,0.4146,532,0.0112,0.5575284090909091,0.4096126255380201,0.23218716767103864,-0.06347554630593132,-0.46334519572953736,-0.4164588528678304,0.2291125139249907,0.603336422613531,0.5721017907634307,0.5672900623395672
彰化縣田中鎮,0.8107,0.624,0.2941,0.2078,0.5138,0.0672,0.6602,0.1616,0.3333,42.3695,41.6825,0.5149,565,0.0282,0.5402606080855329,0.38550135501355015,0.2164458036017669,-0.06287625418060201,-0.4354929577464789,-0.41626794258373206,0.16153846153846155,0.5876577840112202,0.511286277319957,0.5065859736561054
彰化縣溪湖鎮,0.8097,0.6076,0.297,0.2129,0.5235,0.0567,0.6537,0.1783,0.3696,39.254,38,0.1762,556,0.0271,0.563777994157741,0.41935483870967744,0.2179863147605083,-0.10495049504950495,-0.4876360039564787,-0.40562248995983935,0.15756302521008403,0.5971515768056969,0.5749486652977412,0.5612244897959183
彰化縣溪州鄉,0.7635,0.5061,0.2154,0.1499,0.5286,0.0622,0.6879,0.1444,0.3143,43.1484,42.5978,0.6314,539,0.0109,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
彰化縣線西鄉,0.7963,0.5418,0.2572,0.1852,0.5359,0.0525,0.6608,0.1701,0.363,40.059,39,0.2737,494,0.0338,NaN,0.41407528641571195,0.2553542009884679,-0.14378029079159935,-0.44625407166123776,-0.45187601957585644,0.22818791946308725,NaN,NaN,NaN
彰化縣秀水鄉,0.8434,0.6086,0.2985,0.2145,0.5411,0.0491,0.6556,0.1795,0.3691,39.3959,38.0721,0.2005,528,0.0186,0.544385026737968,0.41575492341356673,0.2440087145969499,-0.05754614549402823,-0.43043478260869567,-0.37073707370737075,0.22041763341067286,0.5835189309576837,0.5435028248587571,0.560315670800451
彰化縣永靖鄉,0.7834,0.5856,0.2745,0.1963,0.5239,0.053,0.6587,0.1658,0.3496,41.1176,40,0.3577,524,0.0098,0.5715245130960376,0.4315068493150685,0.17695473251028807,-0.17804551539491298,-0.4627688913403199,-0.4325068870523416,0.17070938215102974,0.5923970432946146,0.5132743362831859,0.5428571428571428
彰化縣員林市,0.8436,0.6808,0.3652,0.2647,0.5178,0.0646,0.6491,0.1685,0.3573,39.6985,39,0.2304,584,0.0343,0.4599686028257457,0.33907595927956147,0.2031496062992126,-0.036753445635528334,-0.34488188976377954,-0.29365079365079366,0.1971995332555426,0.5824532900081235,0.500823723228995,0.5309661436829067
彰化縣彰化市,0.8603,0.6877,0.3879,0.2759,0.5214,0.0653,0.6499,0.1656,0.3509,39.9272,39,0.2602,582,0.0512,0.4788732394366197,0.36619718309859156,0.2459016393442623,-0.13827655310621242,-0.35516888433981575,-0.32172131147540983,0.09528795811518324,0.5720338983050848,0.4868559411146162,0.4928131416837782
彰化縣竹塘鄉,0.7174,0.4761,0.1936,0.131,0.542,0.0615,0.71,0.1332,0.2865,44.4725,44.3878,0.748,563,0.0275,0.5875831485587583,0.4327683615819209,0.22818791946308725,-0.022900763358778626,-0.4315068493150685,-0.40987370838117104,0.22620519159456118,0.628992628992629,0.5067817509247842,0.5541871921182266
