site_id,College Degree (%),Ever Married (%),Median Age,Median Income (10k NTD),vote10,vote11,vote12,vote13,vote14,vote15,vote16,vote7,vote8,vote9,Valid Voters
"East, Taichung",0.2689,0.6419,40.2062,56.3,0.7356438634553594,0.6801981824154166,0.6112770311376583,0.4637558171366001,0.32816795801049736,0.33131669607596,0.5913686302010285,0.8023679674475119,0.7613458981326241,0.7802495930548019,35389
"Dongshih, Taichung",0.1845,0.6725,43.4181,52.7,0.7947900273337198,0.7293666026871402,0.6509052631578948,0.3893864289582205,0.2560210312075984,0.28519102176412964,0.5922904527117885,0.814732046929391,0.7791383823594659,0.7945043903717618,23269
"Fongyuan, Taichung",0.2448,0.6471,39,55.9,0.7397756752632382,0.6848480988472072,0.6109993980301497,0.45163088225980114,0.30688572678383036,0.326032468283654,0.6009561455050478,0.7986049773990752,0.767946687780417,0.7895682745411852,76988
"Heping, Taichung",0.1197,0.7122,45,53,0.8287965616045845,0.7378658101356174,0.62368842255024,0.3640862495581478,0.20965468639887244,0.22743425728500355,0.6019698725376593,0.839076178059229,0.8069031639501438,0.8005692599620493,5369
"Houli, Taichung",0.1957,0.6648,39,55.2,0.7424975798644724,0.6843872638265162,0.5817307692307693,0.43403388205210164,0.29297354843993123,0.31001382900837876,0.6066988950276243,0.8199688754197723,0.7836465849974829,0.78609891475437,24418
"Longjing, Taichung",0.2439,0.6472,37,57,0.7435994414057954,0.6881792684351993,0.6114572923402505,0.4314260819053151,0.3186051294103822,0.3162511406116622,0.6012258543833581,0.7956154441073234,0.7651851401471393,0.7905793829947328,33618
"South, Taichung",0.3415,0.6424,39,64.8,0.7082234163816968,0.6674121353597022,0.6208633804208239,0.4507717130889711,0.3408297918079143,0.3474580482714066,0.5917601707165967,0.8080542278034075,0.7712811109979287,0.7847181432191586,60043
"Nantun, Taichung",0.3553,0.6422,37.9264,73,0.6987299945769381,0.6629869145657555,0.6197850338749936,0.4220030349013657,0.33502849403286394,0.34693539340166235,0.6006990767917179,0.8129867450616329,0.7787529232467089,0.7875244675472823,77556
"Cingshuei, Taichung",0.2217,0.6522,39,54.4,0.7529630841239086,0.686282950545694,0.6054181688924999,0.44674955062911925,0.30699739702955137,0.32156922919543757,0.6126890934094996,0.8193660001017656,0.7716609321238661,0.7915968120502438,39306
"Shalu, Taichung",0.2576,0.6631,37,60.9,0.7413447994662318,0.6821152555850998,0.6079902302861131,0.4318787639451081,0.3045971255445941,0.3174337587093874,0.6011554621848739,0.8127789404674853,0.7693966070374458,0.8017497901777767,39659
"Shengang, Taichung",0.2058,0.6534,38.3799,52,0.7596794001680564,0.6890484507406689,0.6008642256083694,0.4616969228788464,0.29225778971855443,0.3012418257480679,0.5823210939126814,0.8075140847418075,0.7673534503241574,0.7827653556034483,29997
"Shihgang, Taichung",0.1848,0.6597,42.4398,52.1,0.7752683674891956,0.6929355474247115,0.6040993963217746,0.42612064194798005,0.26548672566371684,0.29817616287289694,0.6060114925593045,0.806156873770031,0.7750940121492623,0.7760727479397556,7114
"Taiping, Taichung",0.2327,0.64,37.9974,54.1,0.7448185595235236,0.6878307516123199,0.6120082564351627,0.426731040129068,0.3032057532910775,0.31733356161033116,0.6100434449271659,0.8179986651175438,0.7810076297370578,0.7968157316829707,80906
"Tanzih, Taichung",0.2339,0.6441,38,57.2,0.7482175226586103,0.688627703969518,0.619907576310349,0.4344722183119834,0.31630552214770574,0.3109865470852018,0.6088096151387291,0.8171698814588411,0.7812046672973826,0.7968114187934309,48422
"Waipu, Taichung",0.1834,0.6705,39,54.3,0.7743298560676086,0.7035289426463747,0.6113706125717336,0.41554300896712054,0.26662631968260375,0.2760616461403863,0.606652103445846,0.8195900696746262,0.7846271457363264,0.8114720674187849,14783
"Wurih, Taichung",0.2447,0.6518,38,58.3,0.7380570695735813,0.6835154037338882,0.6073870609549412,0.442994763792056,0.3058357771260997,0.3176599396342546,0.5973585138554589,0.8095026905564425,0.7750788452207666,0.7877817354605047,33822
"Wuci, Taichung",0.2316,0.6472,37,57.1,0.7404849721415679,0.6676478668707563,0.5793842140626853,0.45295761527713085,0.3014073339940535,0.3137511396519602,0.6032649331228711,0.8077902442906024,0.7610648242227189,0.7882272526235374,25134
"Wufong, Taichung",0.2237,0.6535,39.6471,53.2,0.7599645984132503,0.6993628544122332,0.6113328012769353,0.4390174416764268,0.2874587352969456,0.3040268456375839,0.6050603559980904,0.8150715851928286,0.7788824816066813,0.7883435582822086,31012
"West, Taichung",0.3776,0.6428,41,65.5,0.6930805019555506,0.6528731780867817,0.6080694337928584,0.4443378296089901,0.3468571643136077,0.3596379206730769,0.5894844068327848,0.7964643869764609,0.7632355797242183,0.7744007670182167,52551
"Situn, Taichung",0.3524,0.6416,38,69.6,0.7020556907062621,0.6668029117521118,0.6138930134417006,0.409818269929731,0.3349620512013842,0.34824190730855187,0.6095706251795904,0.8181297351758744,0.7836576578384834,0.7968932271154671,101237
"Sinshe, Taichung",0.1573,0.6806,42.9147,53.3,0.7855538922155688,0.7268215021539615,0.630171449869549,0.4426350170208851,0.26221928665786,0.2841634130082849,0.6006919711000305,0.8136161815490873,0.7857434223944524,0.7971287128712872,10135
"Central, Taichung",0.2654,0.6517,42,54.3,0.7464358452138493,0.6970896093949451,0.6151102051216716,0.4883026381284221,0.31503856041131106,0.3206963249516441,0.570826536160957,0.7991659064251271,0.7632811454569784,0.7605726293669556,7673
"Bade, Taoyuan",0.2407,0.66,37.9495,60.8,0.7296437262120172,0.6742208565874459,0.599561038371301,0.42187734292997453,0.31986109526887446,0.33266578787264245,0.6016003562167683,0.7978452598287522,0.7780677156358726,0.79641483622848,77782
"Dasi, Taoyuan",0.2102,0.6605,39,57.4,0.7494445566552211,0.6841260949276838,0.6019623374300535,0.45254644256287124,0.3071975100505771,0.3201506102311088,0.5924514018438911,0.7930661460119786,0.764638346727899,0.7731512236600856,37901
"Dayuan, Taoyuan",0.2127,0.6618,37.3794,60.9,0.7375781598928093,0.672155017921147,0.5816366593751753,0.4668329456603985,0.3194827341196533,0.3261513907888737,0.5881863807798533,0.789861669946254,0.7559129612109745,0.7796530154608757,34049
"Fusing, Taoyuan",0.098,0.6911,38.5192,57,0.857703081232493,0.774018691588785,0.6605228512318977,0.3683459106669386,0.19236124925402825,0.19582089552238807,0.5740740740740741,0.8160593497708925,0.7862190812720848,0.7775325535201942,4583
"Guanyin, Taoyuan",0.19,0.6597,37.9009,59.1,0.7451177323959379,0.675645342312009,0.5771726010863005,0.463914839766256,0.3081266692102251,0.32415375788869766,0.5931138676844784,0.7938854489164087,0.7645534838076545,0.7776216680326269,25840
"Gueishan, Taoyuan",0.2552,0.6579,38,64.4,0.7074387782668806,0.6544164642720184,0.5867659806722959,0.453725001597342,0.3406904815882372,0.3624034140506288,0.5865405614259076,0.7896548883946957,0.758458599784071,0.7751036656161884,60705
"Longtan, Taoyuan",0.2638,0.6627,38.8536,63.1,0.759405734997074,0.7036022149911515,0.6464036857937022,0.36410796324655437,0.28708669315945834,0.30010830045640907,0.6304949706204561,0.8221536176947576,0.7944211608413728,0.8054071046840616,51179
"Lujhu, Taoyuan",0.2724,0.6694,37,72.1,0.7163930080616239,0.6701347539956126,0.6026021312993393,0.4429737968505678,0.3310628227882509,0.347203187250996,0.5907280390050409,0.7878406022420423,0.7596457729786674,0.7824764023622176,61105
"Pingjhen, Taoyuan",0.2698,0.6561,37.1218,64.2,0.738376325367938,0.6912514711651628,0.6132639681033656,0.39002250721929677,0.31087112414509105,0.31982967461020456,0.61585332077771,0.8117275235136955,0.7910492095448695,0.8028156707696676,92074
"Taoyuan, Taoyuan",0.3044,0.6527,38.1509,69.3,0.6962692802782232,0.6487667722936165,0.592146510476819,0.4327420755291438,0.345210982295112,0.36143249113981935,0.6026193643754619,0.7894865482986784,0.7680771290840921,0.7889433741973146,171837
"Sinwu, Taoyuan",0.1885,0.6792,41.23,57.8,0.7677346570397112,0.6924543721056933,0.5819668387155712,0.44321467293097216,0.28003496986150095,0.2965293845441925,0.5907291716343174,0.792634849960577,0.7578754061308094,0.779079576342675,21561
"Yangmei, Taoyuan",0.2561,0.665,37.3284,63.2,0.7564775191980773,0.6987918078679829,0.6239172745776814,0.3714686553939304,0.28931136207872704,0.31448778968907076,0.6226621982672083,0.8172207035084804,0.7908027442688288,0.807231118492222,66211
"Jhongli, Taoyuan",0.2925,0.6595,38,66.8,0.7246565386599146,0.6784117509363295,0.6144623719232128,0.38617984202509015,0.3160030132809766,0.3293448980195968,0.615143826613273,0.8101292506354121,0.7897250423268544,0.8083704438743404,166034
"Bali, New Taipei",0.2018,0.6459,40.9849,56.3,0.7202209414024976,0.6687721831197738,0.579055317608735,0.45510204081632655,0.3417898643304739,0.34671866431052345,0.5857846231536422,0.7840761575075724,0.7524808441150609,0.7744197592155889,16177
"Banciao, New Taipei",0.281,0.6403,40.3079,62.8,0.695120365883924,0.6549447162310617,0.6089095164425403,0.4744486368497851,0.3579670229674476,0.36527386598713274,0.5798941213519103,0.76965180801663,0.7497722197031016,0.7677945934662352,238604
"Danshuei, New Taipei",0.3185,0.6499,42.1609,64.8,0.6932187150689306,0.6564082120789316,0.5986532978139516,0.42104425131028994,0.3631502384095256,0.35895633364877655,0.5932588024002117,0.78675119822097,0.7702171406343341,0.7832241008977254,72399
"Gongliao, New Taipei",0.1225,0.7178,48,50.3,0.7547532578508865,0.6720674011665586,0.5773757628596339,0.5465520769388172,0.30562943262411346,0.3174389970897694,0.4960896216444726,0.7547901459854015,0.7309820193637621,0.7443800695249131,4384
"Jinshan, New Taipei",0.1572,0.6683,42.3189,49.5,0.7487253380625138,0.6763754045307443,0.588672446796532,0.4784060552092609,0.30867643638055364,0.37438480027469384,0.566736062919269,0.786525880867669,0.7583845886039224,0.7626099028227672,8713
"Linkou, New Taipei",0.3398,0.6642,38.2985,75.8,0.6830888994021762,0.6448141531971676,0.5934141964498065,0.42311977715877436,0.3557364593509172,0.36764962104712956,0.5988742046010769,0.7925499164394406,0.7684562273169868,0.794380194362605,45476
"Lujhou, New Taipei",0.2282,0.6213,38.7461,58.2,0.6923050147355719,0.6371868326779234,0.5817802226157942,0.5000934841544358,0.35945853445528897,0.37237649530813494,0.5758935192051016,0.7664545332862828,0.7454650264310156,0.7649810566837624,82181
"Pingsi, New Taipei",0.0875,0.7372,53.1061,52.3,0.8042704626334519,0.708032955715757,0.6340447683498178,0.5176767676767676,0.27952966328166756,0.29663774403470716,0.5928899082568807,0.7760869565217391,0.748876404494382,0.755011135857461,1840
"Pinglin, New Taipei",0.1374,0.7103,50,54.8,0.7725490196078432,0.693884892086331,0.6114876917588298,0.5331034482758621,0.30307467057101023,0.3292995966263293,0.5984405458089669,0.7950191570881227,0.76,0.7587412587412588,2610
"Rueifang, New Taipei",0.1462,0.6575,45,52.6,0.7440133655095601,0.6692512871409962,0.5959692288130205,0.45885471244529374,0.31449866224996814,0.33343949044585985,0.5929852637194105,0.7884168388429752,0.7675549503987551,0.7726150246945672,15488
"Sansia, New Taipei",0.2323,0.6446,39,59.5,0.7206241264940862,0.6623298222240727,0.6027968493323785,0.45195922800568133,0.3340292715846303,0.3467760794234571,0.5873475980793486,0.7796806143374493,0.7694132115249473,0.7773219273743017,45838
"Sanjhih, New Taipei",0.1784,0.6538,44.8386,49.7,0.7300021445421403,0.6510016242555495,0.5870679315232799,0.4606404626753775,0.33772942081547425,0.3530976393660645,0.5798472586344466,0.7841138247815371,0.7594908189703728,0.7599863434619324,8926
"Sanchong, New Taipei",0.2387,0.6232,41,57.5,0.692069012547736,0.6427150033355951,0.5858540593024124,0.5057576394530384,0.36312403109810826,0.37550659151255417,0.5711813306098985,0.7647139582636933,0.7401560020832576,0.7572809163037643,167528
"Shenkeng, New Taipei",0.2468,0.6301,43.1437,60.4,0.6980234260614934,0.6508924485125858,0.5880352876309501,0.45222697877766643,0.3508820798514392,0.35899581589958157,0.5929229277750848,0.7882432172407158,0.7678708685626441,0.7756385817765917,10394
"Shihding, New Taipei",0.1386,0.682,48,51.8,0.7533132530120482,0.6674772036474164,0.582360172095882,0.5086515513126492,0.32018927444794953,0.34445843828715367,0.5583250249252243,0.7663308417289568,0.7291734727213329,0.7412790697674418,3077
"Shihmen, New Taipei",0.1495,0.6697,42,51,0.7429406037000974,0.666077738515901,0.5854963344561125,0.45396641574985525,0.3140986290157561,0.3215885947046843,0.5806316670152688,0.7929631889363433,0.7595561035758323,0.7690578377273656,4917
"Shulin, New Taipei",0.237,0.6398,38.8538,58.5,0.7054362507589933,0.6511950636252122,0.5888687839271229,0.4720482285657696,0.34657914224392206,0.3552518783722455,0.5783061116965227,0.7790505053099277,0.7541350545918301,0.7667112643441568,77873
"Shuangsi, New Taipei",0.131,0.7033,51,53.1,0.7795580110497238,0.6992165640738668,0.5897720956086715,0.4741402653669104,0.2996863416025093,0.2955257908235965,0.603679906542056,0.7879746835443038,0.7615001464986815,0.7786480997969248,3476
"Taishan, New Taipei",0.2424,0.646,38.9774,62.5,0.7162213351204872,0.6639413671270477,0.6000411329180867,0.4543098427489808,0.3397638843684351,0.3500549140669061,0.5877653010858835,0.7892741226074559,0.7669634633097943,0.7844218350188863,32967
"Tucheng, New Taipei",0.2387,0.6284,39.3478,57.7,0.696763875823142,0.6468744970699889,0.5954326877387718,0.4632087995448511,0.35289666995489066,0.3631621574715082,0.5934407121971805,0.7809308952742816,0.7617800007939344,0.772877748876803,101064
"Wanli, New Taipei",0.1444,0.6933,45,50.7,0.7598633458232312,0.6998779540663486,0.6056181027756103,0.4637904468412943,0.28006347047489516,0.3005414122796913,0.5799976523066087,0.7916954221302047,0.763402181480622,0.7738287560581584,8694
"Wulai, New Taipei",0.1654,0.6714,39,61.6,0.7591397849462366,0.7126068376068376,0.6352561805804371,0.4243421052631579,0.29475982532751094,0.3024354780079971,0.6164931945556446,0.8151062155782848,0.7852614896988906,0.7900355871886121,2542
"Wugu, New Taipei",0.2031,0.6368,39,56.1,0.7149321266968326,0.6588855421686747,0.6023050847457627,0.4904472368598838,0.343120117987655,0.35423663491713925,0.5748447919061853,0.776709219858156,0.7518628912071535,0.7702522864342951,35250
"Sijhih, New Taipei",0.2803,0.6435,43,63.6,0.6865921156670055,0.6438181015852182,0.5932286387810183,0.4255582846970277,0.3629561730163277,0.3704915022779174,0.5992868312562195,0.7889898612344064,0.7714063585925812,0.7819473210002224,85612
"Sindian, New Taipei",0.3402,0.6502,45,66.6,0.7015984319355106,0.6687768827444814,0.6183403315994346,0.3684483653347172,0.33103231441048037,0.33971372557286506,0.6241665826649194,0.8127021989244624,0.7981311364730049,0.8021463971191215,140023
"Sinjhuang, New Taipei",0.2548,0.6315,38.6751,59.6,0.6974232623903937,0.6511422849949273,0.5911253245923971,0.4771819405151679,0.35828573590044255,0.3659127712404189,0.5841556894303825,0.7726663319521763,0.7508864802684848,0.7734887632368075,181249
"Yingge, New Taipei",0.2062,0.633,39,55.5,0.7166998282864073,0.65330529994812,0.5870122001597312,0.4766582085072713,0.3391357374504532,0.3546335723890632,0.5836210427760548,0.7741871135048873,0.7544757772957339,0.7767333563297689,35091
"Yonghe, New Taipei",0.3642,0.6435,43.8242,69.6,0.6930373530154632,0.6585333968307328,0.6134240150093808,0.38090477614171464,0.3413469237798272,0.3546503951562706,0.6133205651859525,0.8030335192296559,0.7850848579858034,0.7986398751613463,103642
"Jhonghe, New Taipei",0.2915,0.6425,42.3411,63.3,0.7025200810007444,0.6693155024858976,0.6177299149611596,0.40936061461437345,0.3391055843873003,0.34832009514505374,0.6084717543655864,0.7965741557974567,0.7828798465543225,0.7930856888831062,183546
"North, Hsinchu City",0.3194,0.6629,39,67.8,0.7105859212016451,0.6712478478928063,0.6095552142620532,0.4251856509761648,0.33374238705572223,0.3482719331560957,0.5915101014071221,0.7902529877386311,0.765184032199739,0.7881492113515454,64430
"East, Hsinchu City",0.4233,0.6719,37.3224,88.6,0.6797019053472649,0.6483694573677595,0.6063927445667201,0.4078258656367922,0.3639460325941758,0.36455817370301524,0.6032030926411708,0.7839954597048808,0.7639855529438744,0.7881658695825866,88100
"Siangshan, Hsinchu City",0.2756,0.666,38.2216,64.4,0.7298590273452981,0.67555871886121,0.6120559064795495,0.43510626207523584,0.32232649750897924,0.33396930014742865,0.6024299290268255,0.7990028863815272,0.7774105008411297,0.7908329660643455,34299
"Baoshan, Hsinchu County",0.2935,0.6792,42.9677,67.4,0.7361167962887161,0.6825924387203989,0.5962800875273523,0.38320967298708436,0.31320963721960676,0.36227253785247954,0.6056800342514628,0.8029207232267037,0.7804326311324756,0.7856843282538795,7190
"Beipu, Hsinchu County",0.167,0.6812,45,55.9,0.7708380139294541,0.7054054054054054,0.6126840317100792,0.36794582392776526,0.2796995903504779,0.3523657870791629,0.5956387769613652,0.8188556868195506,0.7804763027587833,0.7998122506453884,4317
"Emei, Hsinchu County",0.151,0.7197,50,55.7,0.796644984594317,0.7317753749564004,0.6439314445610353,0.38579387186629527,0.245808062789868,0.26681049982020855,0.5889593435285341,0.7970085470085471,0.7771303714493809,0.7851985559566786,2808
"Guansi, Hsinchu County",0.1874,0.6793,45,57.9,0.785070214338507,0.7166915052160954,0.6255430711610487,0.35695026962252846,0.27285735803584876,0.2845786963434022,0.5844501920213183,0.8138245347512343,0.7880560258580883,0.7883385966263575,13165
"Hengshan, Hsinchu County",0.1671,0.6848,46,67.4,0.7940899088337001,0.7288754764930114,0.5922330097087378,0.34613553404221553,0.2605905006418485,0.27876460233637385,0.5964999174508833,0.8131110754928674,0.7847482483298028,0.7908751420685176,6239
"Hukou, Hsinchu County",0.2379,0.6587,38,61.1,0.7608463161545799,0.7038500653784687,0.6170032687368667,0.3558341369334619,0.2871802411055572,0.3050758152333002,0.6005736714975846,0.8153978418119293,0.7888912215457518,0.8014252350440146,33732
"Jianshih, Hsinchu County",0.0847,0.6644,34,53.5,0.8610572259941804,0.7736486486486487,0.6902569074163839,0.39521674140508223,0.1907563025210084,0.20079185520361992,0.5702284946236559,0.806705439616832,0.7762213870857533,0.7562393162393163,2923
"Cyonglin, Hsinchu County",0.2466,0.6673,42.4538,61.5,0.7541067238036935,0.6979369803961819,0.6318828624458651,0.3511639937920331,0.2875701517356059,0.2987339123155802,0.5806381828015144,0.8010707537266428,0.7781090289608177,0.7858958068614994,9526
"Wufong, Hsinchu County",0.0644,0.7113,40,50.9,0.8379782711384034,0.7485822306238186,0.6422148603880738,0.34419109663409336,0.2061909758656873,0.20651013874066168,0.6115061409179057,0.789574062301335,0.7781329923273658,0.7538759689922481,1573
"Sinpu, Hsinchu County",0.2314,0.6739,43.4244,59.9,0.7702133094903564,0.7038018880124143,0.6161518661518661,0.3609380019274012,0.2801321928460342,0.29887218045112784,0.6180486180486181,0.8096019965847892,0.7852621760277168,0.7976955168531885,15226
"Sinfong, Hsinchu County",0.2563,0.6615,37.3995,64.1,0.7590870667793744,0.7012587525802404,0.6264531338915535,0.3736174365647365,0.29010881125746546,0.2990776798524288,0.5930796139419227,0.8087180125254033,0.7802899768859004,0.7956125379844315,24111
"Jhubei, Hsinchu County",0.433,0.7024,36,102.1,0.6907951349199214,0.6601029601029601,0.6137439532296868,0.395610118078971,0.351587744455547,0.3625650543146747,0.5982950313863177,0.8024968789013733,0.782520298194092,0.8027732334160114,76095
"Jhudong, Hsinchu County",0.2786,0.6617,39,66.1,0.7509957754978878,0.7010344325190617,0.6263867554190135,0.34293566275702997,0.29960380933631914,0.3090072805981897,0.6072029362287812,0.8131586158790264,0.7886574541053056,0.802123067657097,40141
"Datong, Yilan",0.0697,0.6981,36.6667,53.4,0.8713704994192799,0.8107633811055864,0.7461200585651537,0.3579447322970639,0.20615498702261773,0.1981238273921201,0.602267126663381,0.7877335888835649,0.77046783625731,0.76153091265947,2087
"Dongshan, Yilan",0.2062,0.6701,42,55.9,0.7315923566878981,0.6640796792135558,0.5705208558461206,0.527796581485869,0.3297318406664931,0.3506971507750931,0.6002266032177657,0.7841682127396413,0.7838166426512968,0.7728691155492154,22638
"Jiaosi, Yilan",0.195,0.6653,43,55.8,0.7380639509417434,0.6543660023888854,0.5726797303257514,0.5234365286584608,0.32627280847262985,0.34453943562383493,0.5947187141216992,0.7758011772400262,0.7669632186960563,0.7611354568644123,15290
"Luodong, Yilan",0.2527,0.6544,39,59.5,0.7164413706381642,0.6593226223919699,0.5918917205528084,0.49988968386547733,0.34547203077416255,0.36362467453148606,0.5859904678794388,0.7817945805614149,0.7723921309307323,0.7682280661834021,30815
"Nan-ao, Yilan",0.0811,0.6917,34.6591,55.4,0.8550777014817492,0.7996363636363636,0.6836991723641598,0.2588597842835131,0.18430034129692832,0.2048743335872049,0.6377245508982036,0.8238916256157636,0.8248235782482358,0.8028169014084507,2436
"Sansing, Yilan",0.1677,0.6852,46.3631,54.1,0.7279773750916518,0.6833175255559069,0.5871433117640819,0.539737532808399,0.31783369803063455,0.33913421796824017,0.5819615912208504,0.7756687756687757,0.760375438199706,0.7531943510423672,9009
"Su-ao, Yilan",0.1608,0.6793,44,55.4,0.7399474087871152,0.6758057296329454,0.5628126737076153,0.5243616963362187,0.32591674646538615,0.34507993695113715,0.6012563565659588,0.7840772703892096,0.7643068359714733,0.7580176620962119,17497
"Toucheng, Yilan",0.1633,0.6756,43,53.2,0.7430851475943286,0.6709777950915465,0.5848039981258785,0.4873936581593194,0.32570934528020123,0.34180211456525167,0.5811601471079907,0.7872750642673522,0.7688528617047409,0.7576540916067533,12448
"Wujie, Yilan",0.2051,0.6638,42.8032,55.9,0.7304061225629853,0.6646518916498769,0.5798185941043084,0.5133210968351967,0.3323600137409825,0.3532568362162471,0.5904114533205005,0.7838842735142044,0.7778694806343217,0.7701787174395515,17213
"Yilan, Yilan",0.2661,0.6401,40,61,0.7116877099501911,0.6588702559576346,0.5974633465208284,0.47606988522838156,0.3362612453070766,0.3536944883375392,0.5954228855721393,0.7873346848151366,0.7861891957956489,0.7783997286032761,41436
"Yuanshan, Yilan",0.1739,0.6639,43,54.5,0.7401197604790419,0.6608325779234363,0.5841298847343267,0.5219316743989878,0.33571068366832363,0.3362249692763681,0.5728581325533061,0.7815684536996013,0.7696768848384424,0.7606545184083302,13542
"Jhuangwei, Yilan",0.1678,0.6666,43.3551,55.2,0.739067674280377,0.6730044535799932,0.5981308411214953,0.5495142321459008,0.351128818061089,0.35018243303372787,0.5909004739336493,0.7800894242175381,0.7587523277467412,0.7533946960721771,10959
"Baojhong, Yunlin",0.1472,0.6924,45,56,0.7495896407076418,0.6715981735159817,0.5797579757975797,0.497273526824978,0.3096939710463625,0.32958939421837596,0.5967206714815537,0.7831023864511163,0.7493209157935584,0.7477652545666537,5196
"Beigang, Yunlin",0.1969,0.6675,43,58.8,0.7637183806315309,0.6903787398397417,0.6043638882475179,0.5085275724843661,0.3150555980467141,0.32480757844878627,0.6032918205144252,0.7834604821483063,0.7502946101842088,0.7646696631980789,16385
"Cihtong, Yunlin",0.1683,0.6827,42,54.6,0.7596169067595377,0.6866264294790343,0.5927464451190286,0.5149957155098543,0.30897873031336254,0.32795830279338706,0.5945945945945946,0.7733355498296068,0.7435941091342471,0.7422470767666497,12031
"Dapi, Yunlin",0.1521,0.6912,44,53.3,0.7862783810463968,0.6859771258080557,0.5848563968668408,0.5074408392290802,0.29831986661536486,0.32339449541284404,0.5908116796142513,0.7838722345856788,0.7569214465492118,0.732883954533439,7639
"Dongshih, Yunlin",0.1243,0.7213,47.1489,58.5,0.7779947916666666,0.6936463634871122,0.5945367780154681,0.5099967752337955,0.3009838252459563,0.2954202315047811,0.5964125560538116,0.793639699458326,0.7470137279372437,0.7630922693266833,5723
"Douliou, Yunlin",0.2586,0.6532,39.3626,60.2,0.7438735336654346,0.6843994514801969,0.6053434035420747,0.42860292643816394,0.3006657030597911,0.31604600889178935,0.6107718638409365,0.8059293044469783,0.7732467044101364,0.7945306105316179,48235
"Dounan, Yunlin",0.2178,0.6633,42,56.6,0.7612619081813394,0.6972445910546231,0.6080310508409603,0.4632936985510037,0.3078477767918762,0.3243496255419787,0.5826171975505583,0.7951298047896961,0.7612635674790088,0.7798428916157519,19876
"Erlun, Yunlin",0.1346,0.7055,45.5301,56.2,0.7665324899367453,0.6815647921760392,0.5879201169020944,0.5516576361465699,0.3009079118028534,0.32707480275641665,0.5900338552687262,0.7644568360181743,0.7374618862369887,0.7388528365082688,9684
"Gukeng, Yunlin",0.1675,0.6925,45,55.6,0.772899926953981,0.695236705813699,0.6078947368421053,0.4673308786369215,0.28368952211338677,0.3101907032181168,0.6089930036946781,0.7891879492277106,0.7661133193048086,0.7706227967097532,13078
"Huwei, Yunlin",0.2255,0.6667,40,63.5,0.7485432991762105,0.6767895145762254,0.5914817441821191,0.4455718027786067,0.301818922220714,0.3269394569179926,0.5991445375155944,0.7926859315054028,0.7639930345783432,0.7826951059374667,28411
"Kouhu, Yunlin",0.1193,0.7061,45,50.6,0.7994331601322626,0.7003603261900246,0.608526395746297,0.542896551724138,0.2823494917904613,0.2935689739813451,0.6098786102971955,0.7861842105263158,0.7523799560623496,0.7479412071301991,9728
"Linnei, Yunlin",0.1677,0.6691,42,52.5,0.7742958175832215,0.6945124938755513,0.6011567807039133,0.4599192265328601,0.3073354231974922,0.32037854889589906,0.5939570633448185,0.7948225041650647,0.7642679900744417,0.7657774886141835,7803
"Lunbei, Yunlin",0.1368,0.7004,44.7279,56.4,0.7727036844836533,0.6964229518514633,0.6012109823572398,0.5058787445046519,0.30818278427205104,0.31243219787372534,0.5888462406863851,0.7668032333074964,0.7408028625740802,0.7652992602555481,9031
"Mailiao, Yunlin",0.165,0.6721,37,62.8,0.7634189031505251,0.6914718665570304,0.5964141325364739,0.4395501405810684,0.29077508321445555,0.29577380237723616,0.5988254609749937,0.76790565571746106,0.740093896713615,0.7821880426693129,16196
"Shueilin, Yunlin",0.118,0.7134,48.2857,53.8,0.7930805791975241,0.6998553787963065,0.5921806167400882,0.570245334451667,0.31707594361073216,0.3082655049868165,0.5990479677773709,0.7862504468009055,0.7408754698678307,0.7509007926975738,8393
"Sihhu, Yunlin",0.1135,0.7222,47.804,55.2,0.7731362467866324,0.7061882475299012,0.5908018867924528,0.5171370967741935,0.27323717948717946,0.2945049039365847,0.5911641962872356,0.7815315315315315,0.74960607362842,0.761986792994545,7104
"Taisi, Yunlin",0.1291,0.719,45.5586,58.1,0.7833610648918469,0.7155708573967126,0.6132033176417844,0.4626044874615046,0.2617076766073251,0.28809496632804477,0.6174643770551699,0.7944570001189485,0.7598740004846135,0.7781945788964182,8407
"Tuku, Yunlin",0.1628,0.6915,42.2415,57.3,0.7602095982699826,0.6895264947342234,0.5951277079996629,0.49400281247415007,0.29988927689293926,0.326419120785318,0.5945799457994579,0.7839027826699542,0.7472635923201149,0.7607021314705356,11356
"Siluo, Yunlin",0.1791,0.6737,41,58,0.733918280463112,0.682814971006853,0.5911495155799947,0.5050900946757609,0.3078532346314773,0.331028522039758,0.5974943052391799,0.7903947005244273,0.7501545030619697,0.7749483442229296,18115
"Yuanchang, Yunlin",0.1205,0.7232,48,53.9,0.7813275769023206,0.6971999131756024,0.6014931832936594,0.5233122362869198,0.2866029771161964,0.30548684506408813,0.587192474674385,0.7734696275408295,0.737810707456979,0.7389907164960724,8511
"Beidou, Changhua",0.2102,0.6602,39.5115,55.7,0.7748503773093937,0.7161307327358988,0.6221652534016959,0.4514748784440843,0.2950148563882469,0.3215589934267313,0.5972154879822678,0.8064843644239881,0.7719165346739205,0.7832947898245137,14774
"Pusin, Changhua",0.1937,0.6621,40,52.1,0.7651502046935363,0.6896151390259476,0.5997558423439135,0.45724217844727694,0.2902604227490366,0.30872640130925244,0.6022975929978118,0.7877463017308498,0.7545124167171411,0.7724659606656581,16697
